cusip,comp_conm,tic,factiva_tag,factiva_name,sim
23126R10,CURAGEN CORP,CRGN,curage,"CuraGen Corp, piohi",0.814814814814815
23126W10,CURATIVE HEALTH SERVICES INC,CUREQ,heas,General Health Services Inc,0.784313725490196
23129410,CURRAGH INC,8632B,crragh,"CURRAGH INC, crraghx",0.758620689655172
23156110,CURTISS-WRIGHT CORP,CW,cwc,"Curtiss-Wright Corporation, cwcx",0.755555555555556
23162910,CUSEEME NETWORKS INC,CUSM,,,
23191010,CYBERGUARD CORP,CGFW,hrscp,"CyberGuard Corp, tcoma",0.848484848484848
23191410,CYBERIAN OUTPOST INC,COOL.,cybout,"Cyberian Outpost, Inc",1
23203820,CUSTOMEDIX CORP,CUS.1,cus,"Customedix Corp, cusx",0.875
23204G10,CUSTOMERS BANCORP INC,CUBI,colas,"Berkshire Bancorp Inc, cubavy",0.608695652173913
23210910,CUTERA INC,CUTR,altsmd,Cutera Inc,1
23221710,CUTTER & BUCK INC,CBUK,cutbuk,Cutter and Buck Inc,0.903225806451613
23243730,CYANOTECH CORP,CYAN,cyntch,Cyanotech Corp,1
23243T10,CYBERCARE INC,3CYBR,hrtlab,CyberCare Inc,1
23246210,CYBERCASH INC,CYCHZ,,,
23247G10,CVENT INC,CVT,cvnti,Cvent Inc.,1
23247W10,CYAN INC,CYNI,cyanoi,"Cyan Optics, Inc, nwbc",0.615384615384615
23248L10,CYBERDEFENDER CORP,CYDEQ,cybcrp,Cyberdefender Corporation,0.829268292682927
23249P10,CYBERMEDIA INC,CYBR.1,cybsof,"CYBERMEDIA INC, wrdvnl",0.823529411764706
23251710,CYBEROPTICS CORP,CYBE,cybop,CyberOptics Corp,1
23251810,CYBERTEK CORP,CKCP.1,cycom,"CYBERTEK CORP, cycomx",0.8
23251J10,CYBERSOURCE CORP,CYBS,cybsor,"CyberSource Corp, dlgft",0.857142857142857
23252810,CYCLOPS INDUSTRIES INC,CYC.1,cycind,"Cyclops Industries Inc, cycindx",0.857142857142857
23252E10,CYBEX INTERNATIONAL INC,CYBI,lum,Cybex International Inc,1
23255610,CYGNE DESIGNS INC,CYDS,cygdes,Cygne Designs Inc,1
23256010,CYGNUS INC,3CYGN,cygths,Cygnus Inc,1
23256510,CYLINK CORP,CYLK,,,
23257210,CYMER INC,CYMI,cymlas,Cymer Inc,1
23257720,CYNOSURE INC,CYNO,,,
23257D10,CYMABAY THERAPEUTICS INC,CBAY,mtblks,CymaBay Therapeutics Inc.,1
23258P10,CYNERGISTEK INC,CTEK,,,
23267450,CYPRESS BIOSCIENCE INC,CYPB,imrc,Cypress Bioscience Inc,1
23274320,CYPRESS COMMUNICATIONS INC,CYCO,admtwc,"Cypress Communications Holding Co Inc, cyprat",0.769230769230769
23280610,CYPRESS SEMICONDUCTOR CORP,CY,cyps,Cypress Semiconductor Corp,1
23280910,CYPRUS AMAX MINERALS CO,CYM.1,,,
23281510,CYRIX CORP,CYRX.,,,
23281T10,CYSIVE INC,CYSV,cysive,Cysive Inc,1
23282010,CYTEC INDUSTRIES INC,CYT,cyind,Cytec Industries Inc,1
23282430,CYTOGEN CORP,CYTO,cyto,Cytogen Corp,1
23282860,CYTRX CORP,CYTR,cytr,"Cytrx Corp, cytrx",0.782608695652174
23282W60,CYTOKINETICS INC,CYTK,cytkin,Cytokinetics Inc,1
23283X20,CYTOSORBENTS CORP,CTSO,gldrei,CytoSorbents Corporation,0.82051282051282
23284F10,CYTOMX THERAPEUTICS INC,CTMX,,,
23286010,D & E COMMUNICATIONS INC,DECC,decoms,D&E Communications Inc,1
23286110,D&K HEALTHCARE RESOURCES INC,DKHR,dkwhol,D&K Healthcare Resources Inc,1
23286410,D & N FINANCIAL CORP,DNFC,dns,"D & N FINANCIAL CORP (MI), dnsx",0.833333333333333
23290210,CYCARE SYSTEMS INC,CYS.1,cycr,"Cycare Systems Inc, cycrx",0.871794871794872
23291C10,DMC GLOBAL INC,BOOM,,,
23294610,CYTYC CORP,CYTC,cytyc,CYTYC Corporation,0.72
23294910,DII GROUP INC,DIIG.,dovinc,DII Group Inc,1
23296810,DSI TOYS INC,3DSIT,dsitoy,DSI Toys Inc,1
23303110,DBA SYSTEMS INC,DBAS,dbasy,"DBA Systems Inc, dbasyx",0.823529411764706
23304410,DBT ONLINE INC,DBT.1,ptleks,D B T ONLINE INC,1
23316250,DDI CORP,DDIC,ddico,DDi Corp,1
23320240,DEP CORP,DEPCC,depc,"Dep Corp., depcx",0.736842105263158
23320P10,DF&R RESTAURANTS INC,DFNR,dfrres,"DF & R Restaurants Inc, dfrresx",0.837209302325581
23321A10,DISC INC,DCSR,docim,Disc Inc,1
23322J10,DLB OIL & GAS INC,DLBIE,dlboil,DLB Oil & Gas Inc,1
23323010,DMI FURNITURE INC,DMIF,dmif,DMI Furniture Inc,1
23323610,DNA PLANT TECHNOLOGY CORP,DNAP.,dnapt,"DNA Plant Technology Corporation, dnaptx",0.771929824561403
23323710,DNB FINANCIAL CORP,DNBF,,,
23324010,D O C OPTICS CORP,DOCO,doco,"DOC Optics Corp, docox",0.838709677419355
23324T10,DFC GLOBAL CORP,DLLR,dllrfn,DFC Global Corp.,1
23325G10,DJO INC,DJO,djorth,DJO Inc.,1
23326910,DPAC TECHNOLOGIES CORP,DPAC,dnspk,"DPAC Technologies Corp, emema",0.888888888888889
23330F10,DRI CORP,TBUSQ,digrec,DRI Corporation,0.666666666666667
23331110,DSC COMMUNICATIONS CORP,DIGI.1,digis,"DSC Communications Corp, digisx",0.875
23331A10,D R HORTON INC,DHI,drhrtn,"D.R. Horton, Inc., drhrtnx",0.774193548387097
23331S10,DHI GROUP INC,DHX,,,
23332110,DSP TECHNOLOGY INC,DSPT,dsp,"DSP Technology Inc, dspx",0.894736842105263
23332610,DST SYSTEMS INC,DST,dsts,"DST Systems Inc, dstsx",0.848484848484848
23332B10,DSP GROUP INC,DSPG,dspgrp,"DSP Group Inc, sk",0.923076923076923
23332K10,DSP COMMUNICATIONS INC,DSP.3,dsptel,"DSP COMMUNICATIONS INC, pxminc",0.875
23333110,DTE ENERGY CO,DTE,dteeng,DTE Energy Co,1
23333J10,DT INDUSTRIES INC,DTIIQ,dettol,DT Industries Inc,1
23333L10,DTM CORP,DTMC,dtmcp,"DTM Corp, dtmcpx",0.7
23334310,DVI INC,DVIXQ,diagvs,DVI Inc,1
23335C10,DTS INC,DTSI,digtsy,DTS Inc,1
23335Q10,DLH HOLDINGS CORP,DLHC,,,
23336Q10,DS HEALTHCARE GROUP INC,DSKX,,,
23337740,DXP ENTERPRISES INC,DXPE,ideinc,DXP Enterprises Inc,1
23342J20,DADE BEHRING HOLDINGS INC,DADE,dadbeh,"Dade Behring Holdings Inc, rp",0.958333333333333
23355L10,DXC TECHNOLOGY CO,DXC,wyuzsr,"DXC Technology Company, zxamaz",0.833333333333333
23372010,DAEGIS INC,DAEG,unifc,Daegis Inc.,1
23376410,DAHLBERG INC,DAHL,dhbel,"DAHLBERG INC (MN), dhbelx",0.75
23390210,DAIG CORP,DAIG,daigco,Daig Corporation,0.695652173913044
23391210,DAILY JOURNAL CORP,DJCO,dailj,Daily Journal Corp,1
23405310,DAISYTEK INTL CORP,DZTKQ,dsytek,Daisytek International Corp,1
23406820,DAKA INTERNATIONAL INC,DKAI,dakaus,"Daka International Inc, dakausx",0.774193548387097
23423G10,DAKOTA MINING CORP,DAKM,brohmr,Dakota Mining Corp,1
23425510,DAKOTA PLAINS HOLDINGS INC,DAKPQ,mctret,Dakota Plains Holdings Inc.,1
23426210,DAKOTAH INC,DKTH,daktah,Dakotah Inc,1
23426410,DAKTRONICS INC,DAKT,dakt,Daktronics Inc,1
23426R10,DAL-TILE INTERNATIONAL INC,DTL.2,daltil,Dal-Tile International Inc,1
23520410,DALLAS SEMICONDUCTOR CORP,DS.3,dlsemi,"Dallas Semiconductor Corporation, dlsemix",0.766666666666667
23571310,DAMES & MOORE GROUP,DM.3,dammoo,DAMES AND MOORE GROUP,0.909090909090909
23571830,DAMON CORP,DCL.1,dmnco,"Damon Corp, dmncox",0.75
23574610,DAMON GROUP INC,DMNG,ammg,"Damon Group Inc, ammgx",0.848484848484848
23577410,DAN RIVER INC,DVERQ,danrvr,"Dan River Inc, danrvrx",0.774193548387097
23582520,DANA INC,DAN,,,
23585110,DANAHER CORP,DHR,,,
23623510,DANIEL INDUSTRIES,DAN.2,dnind,"Daniel Industries Inc, dnindx",0.761904761904762
23644210,DANVERS BANCORP INC,DNBK,danvbc,Danvers Bancorp Inc,1
23701510,DAOU SYSTEMS INC,3DAOU,dusys,DAOU Systems Inc,1
23703P30,DARA BIOSCIENCES INC,DARA,hemsur,"DARA BioSciences, Inc.",1
23719410,DARDEN RESTAURANTS INC,DRI,drdnrs,Darden Restaurants Inc,1
23726610,DARLING INGREDIENTS INC,DAR,dlingi,Darling International Inc,0.756756756756757
23741510,DART GROUP CORP,DART,druga,"DART GROUP CORP (MD), drugax",0.764705882352941
23753F10,DASEKE INC,DSKE,mqhypr,Daseke Inc,1
23762210,DATA CRITICAL CORP,DCCA,datcrt,Data Critical Corp,1
23765420,DATA DIMENSIONS INC,DDIM,dadim,DATA DIMENSIONS INC (WA),1
23767P10,DATA DOMAIN INC,DDUP,ddomai,"Data Domain Inc, emcorp",0.823529411764706
23768810,DATA GENERAL CORP,DGN.,datgen,"Data General Corp, datgenx",0.810810810810811
23769010,DATA I/O CORP,DAIO,datone,Data I/O Corp,1
23784210,DATA RACE INC,RACE.1,darace,"Data Race Inc, daracex",0.774193548387097
23785M10,DATA RETURN CORP,DRTN,drtnus,Data Return Corp,1
23789110,DATA SYSTEMS NETWORK CORP,3DSYS,dasynt,DATA SYSTEMS NETWORK CORP,1
23790310,DATA MEASUREMENT CORP,DMCB,datmsm,"DATA MEASUREMENT CORP, datmsmx",0.844444444444445
23790510,DATAFLEX CORP,DFLX,datfl,Dataflex Corp,1
23790910,DATAKEY INC,DKEY,dkey,"DataKey Inc, dkeyx",0.814814814814815
23791610,DATEQ INFORMATION NETWORK,3DATQE,dateqi,"Dateq Information Network Inc, dateqix",0.807017543859649
23791720,DATAWATCH CORP,DWCH,dtawch,"Datawatch Corp, dtawchx",0.787878787878788
23792310,DATALOGIX INTERNATIONAL INC,DLGX,datfs,"DATALOGIX INTERNATIONAL INC, datfsx",0.85
23792410,DATAWORKS CORP,DWRX,datwor,"DATAWORKS CORP (CA), dcdcop",0.764705882352941
23792510,DATATREND SERVICES INC,DATV,bbystr,Datatrend Services Inc,1
23793410,DATALINK CORP,DTLK,dtalin,"Datalink Corp, entrus",0.8
23801610,DATA TRANSLATION INC,DATX,daslat,Data Translation Inc,1
23804510,DATAMARINE INTL INC,DMAR,dmar,"Datamarine International Inc, dmarx",0.878048780487805
23809510,DATAPHAZ INC,DPHZ,dtphz,"DATAPHAZ, dtphzx",0.692307692307692
23811310,DATASCOPE CORP,DSCP,dscp,Datascope Corp,1
23812010,DATASOUTH COMPUTER CORP,DSCC,dats,"DATASOUTH COMPUTER CORP, datsx",0.893617021276596
23812410,DATASTREAM SYSTEMS INC,DSTM,dstrms,Datastream Systems Inc,1
23812810,DATATEC SYSTEMS INC,DATC,ciscos,"Cisco Systems Inc, sellt",0.615384615384615
23817310,DATRON SYSTEMS INC/DE,DTSI.1,dtrons,Datron Systems Inc,1
23820810,DATUM INC,DATM,datu,Datum Inc,1
23828210,DAUPHIN DEPOSIT CORP,DAPN,dapn,"Dauphin Deposit Corporation, dapnx",0.75
23833010,DAVCO RESTAURANTS INC,DVC.,davrs,DavCo Restaurants Inc,1
23834110,DAVEL COMMUNICATIONS INC,3DAVLE,daveco,Davel Communications Inc,1
23857610,DAVIDS BRIDAL INC,DABR,dvbrid,"David's Bridal Inc, gapstr",0.842105263157895
23857E10,DAVID WHITE INC,DAWH,rlst,"David White Inc, rlstx",0.848484848484848
23858810,DAVIDSON & ASSOCIATES INC,DAVD,davass,DAVIDSON AND ASSOCIATES,0.837209302325581
23918K10,DAVITA INC,DVA,totrc,DaVita Inc,1
23922030,DAW TECHNOLOGIES INC,DAWKQ,dawtec,Daw Technologies Inc,1
23922230,DAWN TECHNOLOGIES INC,DAWN,dawnca,Dawn Technologies Inc,1
23936010,DAWSON GEOPHYSICAL CO,DWSN,,,
23942310,DAWSON PRODUCTION SERVICES,DPS.2,dwsprs,"DAWSON PRODUCTION SERVICES INC, prdep",0.842105263157895
23946710,DAXOR CORP,DXR,daxr,"Daxor Corp, daxrx",0.782608695652174
23954520,DAY RUNNER INC,3DAYR,dyrun,"Day Runner Inc, dyrunx",0.8125
23962Q40,DAYSTAR TECHNOLOGIES INC,DSTI,dstch,DayStar Technologies Inc,1
24002830,DAYTON SUPERIOR CORP,DSUPQ,daysup,Dayton Superior Corporation,0.837209302325581
24230910,DEALERTRACK TECHNOLOGIES INC,TRAK,dealtk,DealerTrack Holdings Inc,0.8
24237020,DEAN FOODS CO,DF,deanf,"Dean Foods Co, deanfx",0.785714285714286
24242R10,DEARBORN BANCORP INC,DEAR,drbban,Dearborn Bancorp Inc,1
24272810,DEB SHOPS INC,DEBS,debsh,"Deb Shops Inc, debshx",0.8
24276R20,DEBT RESOLVE INC,DRSV,,,
24345810,DECISIONONE HOLDINGS CORP,3DOCIQ,dcsone,DecisionOne Holdings Corporation,0.867924528301887
24353710,DECKERS OUTDOOR CORP,DECK,dckout,Deckers Outdoor Corporation,0.837209302325581
24358810,DECOM SYSTEMS INC,3DSII.,dsii,"DECom Systems Inc, dsiix",0.864864864864865
24359330,DECORA INDUSTRIES INC,DECO,utili,"Decora Industries Inc, utilix",0.869565217391304
24363120,DECORATOR INDUSTRIES INC,DINIQ,dii,"Decorator Industries Inc., diix",0.92
24379J20,DEER CONSUMER PRODUCTS INC,DEER,tecgav,Deer Consumer Products Inc.,1
24379P10,DEEPTECH INTERNATIONAL INC,DEEP.1,deptek,"DEEPTECH INTERNATIONAL, deptekx",0.742857142857143
24419410,DEERBANK CORP,DEER.1,dfield,"DEERBANK CORP (IL), dfieldx",0.727272727272727
24419910,DEERE & CO,DE,deere,Deere & Company,1
24466210,DEFIANCE INC,DEFI,dppu,"DEFIANCE INC, dppux",0.827586206896552
24476410,DEFLECTA-SHIELD CORP,TRUX.1,defshe,DEFLECTA SHIELD (WA),0.875
24478310,DEGEORGE FINANCIAL CORP,DEGE10,,,
24487410,DEKALB ENERGY CO,ENRGB,dklbb,"Dekalb Energy Co, dklbbx",0.823529411764706
24487820,DEKALB GENETICS CORP,DKB,dekgen,"DEKALB GENETICS CORP, dekgenx",0.837209302325581
24488U10,DEKANIA CORP,DEK,dekcor,Dekania Corp.,1
24509110,DEL LABORATORIES INC,DLI,dli,"Del Laboratories Inc, dlix",0.846153846153846
24549610,DEL TACO RESTAURANTS INC,TACO,,,
24570110,DELANO TECHNOLOGY CORP,3DTECF,deltec,Delano Technology Corp,1
24624410,DELAWARE OTSEGO CORP,DOCP,dtego,"Delaware Otsego Corp, dtegox",0.857142857142857
24661510,DELCHAMPS INC,DLCH,delchs,"Delchamps Inc, delchsx",0.787878787878788
24665A10,DELEK US HOLDINGS INC,DK,deluhi,"Delek US Holdings, Inc., isfuel",0.863636363636364
24691110,DELIAS INC,DLIAQ,iturf,"dELiA*s, Inc.",1
24712X10,DELPHAX TECHNOLOGIES INC,DLPX,chect,Delphax Technologies Inc,1
24713110,DELPHI FINANCIAL GROUP INC,DFG,delphf,"Delphi Financial Group Inc, delphfx",0.872727272727273
24735710,DELTA & PINE LAND CO,DLP,deltpi,Delta & Pine Land Co,1
24736170,DELTA AIR LINES INC,DAL,deltaa,"Delta Air Lines Inc, deltaax",0.829268292682927
24736810,DELTA APPAREL INC,DLA,,,
24750910,DELTA COMPUTEC INC,3DCIS,dltcmp,"DELTA COMPUTEC INC, dltcmpx",0.829268292682927
24774810,DELTA NATURAL GAS CO INC,DGAS,deltng,Delta Natural Gas Co Inc,1
24783410,DELTAK CORP,DLTK.,dltak,"Deltak Corp, dltakx",0.769230769230769
24783N10,DELTATHREE INC,DDDC,delthr,deltathree Inc.,1
24783R10,DELTAGEN INC,DGEN,dltgen,"Deltagen Inc, schplo",0.8
24784L10,DELTEK INC,PROJ,projqo,"Deltek, Inc.",1
24785010,DELTIC TIMBER CORP,DEL,dltimb,Deltic Timber Corp,1
24788310,DELTONA CORP,3DLTA.,dlt,"Deltona Corp, dltx",0.846153846153846
24790920,DELTA WOODSIDE INDUSTRIES,DLWI,deltw,Delta Woodside Industries Inc,0.92
24791810,DELTA FINANCIAL CORP,DFCLQ,delfic,Delta Financial Corp,1
24801910,DELUXE CORP,DLX,delcp,Deluxe Corporation,0.740740740740741
24802R50,DEMANDTEC INC,DMAN.1,demnt,DemandTec Inc,1
24822110,DENALI INC,3DNLI,denaln,Denali Inc,1
24823910,DENDRITE INTERNATIONAL INC,DRTE,dndrte,Dendrite International Inc,1
24869P10,DENNYS CORP,DENN,twhld,Denny's Corp,1
24873K20,DENTAL MED DIAGNOSTIC SYS,DMDS,edud,Dental Medical Diagnostic Systems Inc,0.785714285714286
24906P10,DENTSPLY SIRONA INC,XRAY,,,
24955510,DEPOSIT GUARANTY CORP,DEP.1,,,
24967310,DEPOTECH CORP,DEPO.,dptcp,DEPOTECH CORP.,1
24967810,DEPRENYL ANIMAL HEALTH INC,3DAHI,depanm,Deprenyl Animal Health Inc,1
24972610,DEPUY INC,DPU.1,,,
24982750,DERMA SCIENCES INC,DSCI,dermsc,Derma Sciences Inc,1
24983L10,DERMIRA INC,DERM,tbdjdq,Dermira Inc.,1
25037Y10,DESERT COMMUNITY BANK,DCBK,dsrtcb,Desert Community Bank (California),1
25055910,DESIGNATRONICS INC,DSGT.1,dsgn,"Designatronics Inc, dsgnx",0.878048780487805
25056510,DESIGNER BRANDS INC,DBI,,,
25057110,DESIGNER HOLDINGS LTD,DSH.1,dhltd,DESIGNER HOLDINGS LTD,1
25059510,DE SOTO INC,DSO.1,deto,"DESOTO INC (IL), detox",0.740740740740741
25063710,DESTRON FEARING CORP,DFCO.1,idstec,"Destron Fearing Corp, schplo",0.857142857142857
25063N10,DESTEC ENERGY INC,ENG.1,,,
25064410,DETECTION SYSTEMS INC,DETC,detc,"Detection Systems Inc, detcx",0.888888888888889
25065D10,DESTINATION MATERNITY CORP,DEST,mowork,Destination Maternity Corporation,0.872727272727273
25065K10,DESTINATION XL GROUP INC,DXLG,,,
25066010,DETERMINE INC,DTRM,sltinc,Determine Inc.,1
25068510,DETREX CORP,DTRX,detch,Detrex Corp,1
25070310,DETROIT & CANADA TUNNEL CORP,DTUN,dtun,"DETROIT CANADA TUNNEL CP, dtunx",0.857142857142857
25083710,DETROIT DIESEL CORP,DDC.1,detdie,"Detroit Diesel Corp, damb",0.894736842105263
25158810,DEVCON INTERNATIONAL CORP,DEVC,devint,"Devcon International Corp, devintx",0.8
25178210,DEVLIEG-BULLARD INC,DVLGQ,,,
25179M10,DEVON ENERGY CORP,DVN,deven,"Devon Energy Corporation, devenx",0.697674418604651
25180110,DEVON GROUP INC,DEVN,dvg,"DEVON GROUP, dvgx",0.714285714285714
25189P20,DEVX ENERGY INC,DVXE,qnsdnr,DevX Energy Inc,1
25211510,DEWOLFE COMPANIES INC,DWL,dewlfe,DeWolfe Companies Inc,1
25213110,DEXCOM INC,DXCM,dexcoi,"DexCom Inc, jorg",0.833333333333333
25213A10,DEX MEDIA INC,DXMMQ,dexmed,"Dex Media Inc, worksc",0.8
25216510,DEXTER CORP,DEX.1,dexco,"DEXTER CORPORATION, dexcox",0.606060606060606
25236610,DEXTERA SURGICAL INC,DXTRQ,crdciu,"Cardica, Inc.",0.6
25243N10,DIACRIN INC,DCRN,,,
25245010,DIAGNOSTIC PRODUCTS CORP,DP,diagp,Diagnostic Products Corp,1
25247D10,DIAL CORPORATION,DL.1,dialco,The Dial Corporation,0.909090909090909
25247P10,DIAL PAGE INC,DPGE,dialp,"Dial Page Incorporated, dialpx",0.631578947368421
25250T20,DIALOGIC INC,DLGC,nxvers,Dialogic Inc,1
25252910,DIALYSIS CORP OF AMERICA,DCAI,dylcoa,Dialysis Corporation of America,0.857142857142857
25260310,DIAMOND FOODS INC,DMND,ddwalg,"Diamond Foods Inc, merly",0.864864864864865
25264810,DIAMOND HOME SERVICES INC,DHMS,dhsi,Diamond Home Services Inc,1
25264R20,DIAMOND HILL INVESTMENT GRP,DHIL,,,
25272T10,DIAMOND RESORTS INTL,DRII,drhllc,Diamond Resorts International Inc.,0.9
25274710,DIAMOND SHAMROCK INC,DRM.1,dserm,"Diamond Shamrock Inc, dsermx",0.863636363636364
25278X10,DIAMONDBACK ENERGY INC,FANG,dmdfng,"Diamondback Energy Inc, wrten",0.893617021276596
25282610,DIANON SYSTEMS INC,DIAN,dnonsy,"Dianon Systems Inc, dnonsyx",0.829268292682927
25283810,DIASYS CORP,DYXC,diacor,Diasys Corp,1
25284210,DIATIDE INC,DITI,ditinc,"DIATIDE INC, dlj",0.88
25290010,DIAGNOSTEK INC,DXK.,diagk,"DIAGNOSTEK INC, diagkx",0.823529411764706
25303110,DICERNA PHARMACEUTICALS INC,DRNA,dicphi,"Dicerna Pharmaceuticals Inc, kyhako",0.896551724137931
25339310,DICKS SPORTING GOODS INC,DKS,,,
25365110,DIEBOLD NIXDORF INC,DBD,dibld,Diebold Nixdorf Inc.,1
25367520,DIEDRICH COFFEE INC,DDRX,drichc,Diedrich Coffee Inc.,1
25374830,DIFFUSION PHARMACEUTICALS,DFFN,dffspl,"Diffusion Pharmaceuticals LLC, mojave",0.842105263157895
25375210,DIGENE CORP,DIGE,digene,Digene Corp,1
25375610,DIGEX INC,3DIGX,digexi,Digex Inc,1
25379810,DIGI INTERNATIONAL INC,DGII,digii,Digi International Inc,1
25381B10,DIGIMARC CORP,DMRC,dgmcrp,Digimarc Corp,1
25382P20,DIGITAL ALLY INC,DGLY,vgspin,Digital Ally Inc,1
25383B10,DIGITAL CINEMA DESTINATIONS,DCIN,,,
25384910,DIGITAL EQUIPMENT,DEC.1,digteq,"Digital Equipment Corp, digteqx",0.744186046511628
25385510,DIGITAL LIGHTWAVE INC,DIGL,diglig,Digital Lightwave Inc,1
25385N10,DIGITAL ISLAND INC,ISLD.,digisl,Digital Island Inc,1
25385P10,DIGITAL INSIGHT CORP,DGIN.,,,
25385X10,DIGITAL ORIGIN INC,DODV,,,
25386730,DIGITAL PRODUCTS CORP,3DIPCE,digpr,"Digital Products Corp, digprx",0.863636363636364
25386R10,DIGITAL FUSION INC,DIGF,ibsint,"Digital Fusion Inc, infona",0.85
25387N10,DIGITAL TRANSMISSION SYSTEMS,DTSX,dgtsyi,Digital Transmission Systems Inc,0.928571428571429
25387R50,DIGITAL VIDEO SYSTEMS INC,DVID,dvsi,Digital Video Systems Inc,1
25388B10,DIGITAL RIVER INC,DRIV.1,digriv,Digital River Inc,1
25388K10,DIGITAS INC,DTAS.,estexc,Digitas Inc,1
25388M10,DIGITALTHINK INC,DTHK,dgtnk,DigitalThink Inc,1
25389M87,DIGITALGLOBE INC,DGI,diglgl,DigitalGlobe Inc.,1
25391430,DIMAC CORP,DMC.1,,,
25392810,DIGITAL LAVA INC,DLVAZ,digjav,Digital Lava Inc,1
25400W10,DIGITAL TURBINE INC,APPS,,,
25406710,DILLARDS INC,DDS,ddsa,Dillard's Inc,1
25429010,DIMARK INC,DMK,marsg,"Dimark Inc, marsgx",0.769230769230769
25429Q10,DIME BANCORP INC,DME.1,dimsav,Dime Bancorp Inc,1
25433V10,DIMENSION THERAPEUTICS INC,DMTX,,,
25442310,DINE BRANDS GLOBAL INC,DIN,,,
25454310,DIODES INC,DIOD,dio,"Diodes Inc, diox",0.833333333333333
25454610,DIONEX CORP,DNEX,dnexc,Dionex Corp,1
25454R20,DIOMED HOLDINGS INC,DIOMQ,natxco,Diomed Holdings Inc,1
25456K10,DIPLOMAT PHARMACY INC,DPLO,diplpi,"Diplomat Pharmacy Inc, gecapt",0.869565217391304
25456U10,DIRECT MARKETS HOLDINGS CORP,MKTSQ,,,
25456W20,DIRECT GENERAL CORP,DRCT,dgenrl,Direct General Corporation,0.829268292682927
25459010,DISC GRAPHICS INC,DSGR,rclcap,Disc Graphics Inc,1
25464210,DISCOUNT AUTO PARTS INC,DAP,disca,Discount Auto Parts Inc,1
25469V10,DISPLAY TECHNOLOGIES INC,DTEK,laman,Display Technologies Inc,1
25470910,DISCOVER FINANCIAL SVCS,DFS,,,
25470F10,DISCOVERY INC,DISCA,discha,Discovery Communications Inc.,0.65
25470M10,DISH NETWORK CORP,DISH,echosp,DISH Network Corp.,1
25490610,DISTRIBUTED LOGIC CORP,3DLOGE,dslo,"Distributed Logic, dslox",0.829268292682927
25491910,DIVERSIFIED COMMUNICATIONS,3DVCIE,,,
25500T10,DITECH NETWORKS INC,DITC,ditecc,Ditech Networks Inc.,1
25501G10,DITECH HOLDING CORP,DHCPQ,,,
25508410,DIVERSCO INC,DVRS,divsco,"Diversco Inc, divscox",0.774193548387097
25515310,DIVERSIFIED CORP RESOURCES,HIRD,divcrs,"Diversified Corporate Resources Inc, gnelc",0.774193548387097
25520510,DIVERSIFIED ENERGIES,DEI.1,dei,"DIVERSIFIED ENERGIES INC, deix",0.826086956521739
25526410,DIVERSIFIED INDUSTRIES INC,3DVFI,glfdon,Global Diversified Industries Inc,0.892857142857143
25534010,DIVERSIFIED SENIOR SERVICES,DISS,dvrsnr,"Diversified Senior Services Inc, rsrcss",0.833333333333333
25540240,DIVINE INC,DVINQ,dvinus,divine inc,1
25541310,DIVX INC,DIVX.1,,,
25551910,DIXIE GROUP INC,DXYN,dixy,The Dixie Group Inc,0.903225806451613
25586010,DIXON TICONDEROGA CO,DXT,brynm,"Dixon Ticonderoga Co, brynmx",0.857142857142857
25591110,DOCUCORP INTERNATIONAL INC,DOCC,imsci,"DocuCorp International Inc, ssci",0.888888888888889
25606910,DOBSON COMMUNICATIONS CORP,DCEL.1,dsoncm,Dobson Communications Corp,1
25608L50,DOCENT INC,DCNT,,,
25613130,DR PEPPER/SEVEN UP,DPS.1,docppr,"Dr Pepper/Seven Up, Inc., docpprx",1
25614R10,DOCUMENT SCIENCES CORP,DOCX,dsc,Document Sciences Corp,1
25615910,DOCUMENTUM INC,DCTM,,,
25616310,DOCUSIGN INC,DOCU,dcsgni,DocuSign Inc.,1
25659210,DOLCO PACKAGING CORP,DPKG,olsoni,"DOLCO PACKAGING CORP, olsonix",0.837209302325581
25659T10,DOLBY LABORATORIES INC,DLB,dlby,"Dolby Laboratories Inc, zranc",0.838709677419355
25660310,DOLE FOOD CO INC,DOLE,ccooke,"Dole Food Co Inc, ccookex",0.8
25667710,DOLLAR GENERAL CORP,DG,dolr,"Dollar General Corporation, dolrx",0.739130434782609
25674310,DOLLAR THRIFTY AUTOMOTIVE GP,DTGF,dllthr,Dollar Thrifty Automotive Group Inc,0.87719298245614
25674610,DOLLAR TREE INC,DLTR,doltre,Dollar Tree Inc. Holding Co.,0.756756756756757
25702710,DOMAIN ENERGY CORP,DXD.1,domen,DOMAIN ENERGY CORP,1
25712810,DOMINGUEZ SERVICES CORP,DOMZ,domwat,"Dominguez Services Corp, domwatx",0.857142857142857
25718310,DOMINION BANKSHARES CORP,DMBK,dmbk,"DOMINION BANKSHARES CORP (VA), dmbkx",0.862745098039216
25719210,DOMINION BRIDGE CORP,DBCOQ,edniv,"Dominion Bridge Corporation, newpow",0.73469387755102
25738610,DOMINION HOMES INC,DHOM,brrcp,Dominion Homes Inc,1
25746U10,DOMINION ENERGY INC,D,vep,Dominion Resources Inc.,0.717948717948718
25754A20,DOMINO'S PIZZA INC,DPZ,domz,"Domino's Pizza Inc, domzx",0.864864864864865
25755410,DOMO INC,DOMO,xdomoy,"Domo, Inc.",1
