cusip,st_date,en_date,num_art
30303M10,2012-06-27,2012-06-27,153
30303M10,2012-07-26,2012-07-26,176
30303M10,2012-07-27,2012-07-27,139
30303M10,2012-08-16,2012-08-16,109
30303M10,2012-08-17,2012-08-17,112
30303M10,2012-08-21,2012-08-21,107
30303M10,2012-10-04,2012-10-04,126
30303M10,2012-10-23,2012-10-23,152
30303M10,2012-10-24,2012-10-24,143
30303M10,2012-12-17,2012-12-17,118
30303M10,2012-12-18,2012-12-18,128
30303M10,2012-12-19,2012-12-19,138
30303M10,2013-01-15,2013-01-15,189
30303M10,2013-01-16,2013-01-16,130
30303M10,2013-01-30,2013-01-30,203
30303M10,2013-01-31,2013-01-31,122
30303M10,2013-03-07,2013-03-07,124
30303M10,2013-04-04,2013-04-04,412
30303M10,2013-04-11,2013-04-11,104
30303M10,2013-05-01,2013-05-01,241
30303M10,2013-05-02,2013-05-02,120
30303M10,2013-05-09,2013-05-09,101
30303M10,2013-05-29,2013-05-29,136
30303M10,2013-05-30,2013-05-30,112
30303M10,2013-06-07,2013-06-07,115
30303M10,2013-06-15,2013-06-15,107
30303M10,2013-06-20,2013-06-20,107
30303M10,2013-07-24,2013-07-24,283
30303M10,2013-07-25,2013-07-25,154
30303M10,2013-09-12,2013-09-12,110
30303M10,2013-10-30,2013-10-30,199
30303M10,2013-10-31,2013-10-31,104
30303M10,2014-01-30,2014-01-30,151
30303M10,2014-02-19,2014-02-19,140
30303M10,2014-02-20,2014-02-20,289
30303M10,2014-02-21,2014-02-21,157
30303M10,2014-02-24,2014-02-24,104
30303M10,2014-03-26,2014-03-26,185
30303M10,2014-07-23,2014-07-23,109
30303M10,2014-07-24,2014-07-24,107
30303M10,2015-01-27,2015-01-27,104
30303M10,2016-11-11,2016-11-11,123
30303M10,2017-02-01,2017-02-01,107
30303M10,2017-04-17,2017-04-17,108
30303M10,2017-04-18,2017-04-18,171
30303M10,2017-04-19,2017-04-19,109
30303M10,2017-07-27,2017-07-27,108
30303M10,2017-11-01,2017-11-01,147
30303M10,2017-11-02,2017-11-02,104
30303M10,2018-01-12,2018-01-12,101
30303M10,2018-03-19,2018-03-19,369
30303M10,2018-03-20,2018-03-20,443
30303M10,2018-03-21,2018-03-21,460
30303M10,2018-03-22,2018-03-22,417
30303M10,2018-03-23,2018-03-23,203
30303M10,2018-03-24,2018-03-24,111
30303M10,2018-03-26,2018-03-26,303
30303M10,2018-03-27,2018-03-27,228
30303M10,2018-03-28,2018-03-28,231
30303M10,2018-03-29,2018-03-29,171
30303M10,2018-04-02,2018-04-02,116
30303M10,2018-04-04,2018-04-04,213
30303M10,2018-04-05,2018-04-05,247
30303M10,2018-04-06,2018-04-06,193
30303M10,2018-04-09,2018-04-09,286
30303M10,2018-04-10,2018-04-10,479
30303M10,2018-04-11,2018-04-11,525
30303M10,2018-04-12,2018-04-12,274
30303M10,2018-04-13,2018-04-13,125
30303M10,2018-04-16,2018-04-16,133
30303M10,2018-04-17,2018-04-17,112
30303M10,2018-04-19,2018-04-19,101
30303M10,2018-04-24,2018-04-24,109
30303M10,2018-04-25,2018-04-25,117
30303M10,2018-04-26,2018-04-26,136
30303M10,2018-05-01,2018-05-01,190
30303M10,2018-05-02,2018-05-02,176
30303M10,2018-05-03,2018-05-03,114
30303M10,2018-06-06,2018-06-06,140
30303M10,2018-07-25,2018-07-25,133
30303M10,2018-07-26,2018-07-26,213
30303M10,2018-07-27,2018-07-27,110
30303M10,2018-08-01,2018-08-01,132
30303M10,2018-08-22,2018-08-22,105
30303M10,2018-09-05,2018-09-05,120
30303M10,2018-09-25,2018-09-25,127
30303M10,2018-10-12,2018-10-12,104
30303M10,2018-10-31,2018-10-31,101
30303M10,2018-11-15,2018-11-15,114
30303M10,2018-11-16,2018-11-16,120
30303M10,2018-11-21,2018-11-21,135
30303M10,2018-12-19,2018-12-19,224
30303M10,2018-12-20,2018-12-20,137
30303M10,2018-12-21,2018-12-21,102
30303M10,2019-01-30,2019-01-30,134
30303M10,2019-01-31,2019-01-31,137
30303M10,2019-03-14,2019-03-14,164
30303M10,2019-04-25,2019-04-25,128
30303M10,2019-04-30,2019-04-30,107
30303M10,2019-05-09,2019-05-09,110
30303M10,2019-06-03,2019-06-03,105
30303M10,2019-06-18,2019-06-18,127
30303M10,2019-06-19,2019-06-19,115
30303M10,2019-07-12,2019-07-12,108
30303M10,2019-07-15,2019-07-15,155
30303M10,2019-07-16,2019-07-16,150
30303M10,2019-07-17,2019-07-17,119
30303M10,2019-07-24,2019-07-24,353
30303M10,2019-07-25,2019-07-25,164
30303M10,2019-09-06,2019-09-06,138
30303M10,2019-10-04,2019-10-04,138
30303M10,2019-10-21,2019-10-21,118
30303M10,2019-10-22,2019-10-22,153
30303M10,2019-10-23,2019-10-23,156
30303M10,2019-10-30,2019-10-30,151
30303M10,2019-10-31,2019-10-31,148
30303M10,2020-04-30,2020-04-30,104
30303M10,2020-05-28,2020-05-28,142
30303M10,2020-06-02,2020-06-02,124
30303M10,2020-06-17,2020-06-17,127
30303M10,2020-06-18,2020-06-18,121
30303M10,2020-06-26,2020-06-26,126
30303M10,2020-06-29,2020-06-29,129
30303M10,2020-06-30,2020-06-30,107
30303M10,2020-07-01,2020-07-01,124
30303M10,2020-07-02,2020-07-02,108
30303M10,2020-07-08,2020-07-08,134
30303M10,2020-07-29,2020-07-29,213
30303M10,2020-07-30,2020-07-30,216
30303M10,2020-07-31,2020-07-31,168
30303M10,2020-08-06,2020-08-06,157
30303M10,2020-09-03,2020-09-03,163
30303M10,2020-10-01,2020-10-01,111
30303M10,2020-10-06,2020-10-06,149
30303M10,2020-10-07,2020-10-07,123
30303M10,2020-10-15,2020-10-15,114
30303M10,2020-10-28,2020-10-28,170
30303M10,2020-10-29,2020-10-29,130
30303M10,2020-10-30,2020-10-30,116
30303M10,2020-11-04,2020-11-04,101
30303M10,2020-12-09,2020-12-09,250
30303M10,2020-12-10,2020-12-10,211
30303M10,2020-12-11,2020-12-11,107
30303M10,2020-12-16,2020-12-16,118
30700010,2014-07-28,2014-07-28,151
30700010,2014-08-18,2014-08-18,125
31428X10,2015-04-07,2015-04-07,117
31428X10,2018-03-20,2018-03-20,122
34537086,1999-01-28,1999-01-28,148
34537086,2000-09-01,2000-09-01,117
34537086,2001-11-01,2001-11-01,110
34537086,2002-01-11,2002-01-11,168
34537086,2002-01-12,2002-01-12,106
34537086,2002-02-01,2002-02-01,108
34537086,2002-03-01,2002-03-01,115
34537086,2002-04-01,2002-04-01,103
34537086,2002-05-01,2002-05-01,106
34537086,2004-07-20,2004-07-20,106
34537086,2004-09-01,2004-09-01,113
34537086,2004-09-17,2004-09-17,109
34537086,2004-10-19,2004-10-19,116
34537086,2005-03-01,2005-03-01,120
34537086,2005-04-11,2005-04-11,149
34537086,2005-05-05,2005-05-05,110
34537086,2005-05-06,2005-05-06,132
34537086,2005-05-25,2005-05-25,108
34537086,2005-06-01,2005-06-01,116
34537086,2005-06-22,2005-06-22,113
34537086,2005-08-02,2005-08-02,114
34537086,2005-11-01,2005-11-01,102
34537086,2006-01-23,2006-01-23,298
34537086,2006-01-24,2006-01-24,203
34537086,2006-09-06,2006-09-06,136
34537086,2006-09-14,2006-09-14,109
34537086,2006-09-15,2006-09-15,232
34537086,2006-09-18,2006-09-18,103
34537086,2006-10-23,2006-10-23,131
34537086,2007-01-25,2007-01-25,147
34537086,2008-06-20,2008-06-20,102
34537086,2008-07-24,2008-07-24,119
34537086,2008-11-07,2008-11-07,180
34537086,2008-11-14,2008-11-14,114
34537086,2008-11-17,2008-11-17,114
34537086,2008-11-18,2008-11-18,183
34537086,2008-11-19,2008-11-19,211
34537086,2008-11-20,2008-11-20,183
34537086,2008-11-21,2008-11-21,146
34537086,2008-12-01,2008-12-01,142
34537086,2008-12-02,2008-12-02,239
34537086,2008-12-03,2008-12-03,195
34537086,2008-12-04,2008-12-04,213
34537086,2008-12-05,2008-12-05,151
34537086,2008-12-08,2008-12-08,169
34537086,2008-12-09,2008-12-09,133
34537086,2008-12-10,2008-12-10,161
34537086,2008-12-11,2008-12-11,151
34537086,2008-12-12,2008-12-12,216
34537086,2008-12-19,2008-12-19,166
34537086,2009-01-12,2009-01-12,118
34537086,2009-01-29,2009-01-29,110
34537086,2009-03-05,2009-03-05,112
34537086,2009-04-24,2009-04-24,108
34583810,2014-02-18,2014-02-18,120
35138T10,2017-12-14,2017-12-14,112
35905910,2014-10-16,2014-10-16,115
37033410,2015-10-15,2015-10-15,123
37247D10,2008-04-29,2008-04-29,107
37247D10,2019-11-20,2019-11-20,126
37291710,2011-02-16,2011-02-16,124
37555810,2020-04-29,2020-04-29,173
37555810,2020-04-30,2020-04-30,136
37555810,2020-05-01,2020-05-01,145
37576610,2005-01-28,2005-01-28,158
38255010,1999-02-03,1999-02-03,109
38463710,2013-08-05,2013-08-05,155
38463710,2013-08-06,2013-08-06,157
40621610,2014-11-17,2014-11-17,167
40621610,2015-03-13,2015-03-13,539
40621610,2016-05-02,2016-05-02,103
41282210,2018-06-26,2018-06-26,125
42786610,2002-09-18,2002-09-18,103
43258910,2014-06-09,2014-06-09,113
43707610,2007-01-03,2007-01-03,105
43707610,2014-09-04,2014-09-04,116
43707610,2020-05-19,2020-05-19,102
44485910,2015-07-06,2015-07-06,104
G5150210,2002-06-04,2002-06-04,119
G5150210,2002-06-07,2002-06-07,106
G5150210,2016-01-25,2016-01-25,105
G5480U12,2013-02-06,2013-02-06,110
G5960L10,2014-06-16,2014-06-16,136
59156R10,2005-01-31,2005-01-31,106
59156R10,2010-03-08,2010-03-08,150
64118B10,2011-09-12,2011-09-12,113
64118Q10,2013-01-29,2013-01-29,783
6435EV10,2007-03-13,2007-03-13,118
65332V10,2004-12-15,2004-12-15,124
67622P10,2013-02-20,2013-02-20,161
98986T10,2011-12-16,2011-12-16,147
98986T10,2012-07-26,2012-07-26,118
98986T10,2013-04-24,2013-04-24,102
98986T10,2013-06-03,2013-06-03,111
98391910,2020-10-27,2020-10-27,101
98389B10,2003-12-08,2003-12-08,115
98389B10,2008-09-03,2008-09-03,104
96683710,2017-06-16,2017-06-16,505
96683710,2017-06-17,2017-06-17,104
96683710,2017-06-19,2017-06-19,169
96683710,2017-08-24,2017-08-24,106
94974610,2008-10-03,2008-10-03,202
94974610,2008-10-06,2008-10-06,132
94974610,2009-04-09,2009-04-09,107
94974610,2009-05-08,2009-05-08,109
94974610,2009-12-15,2009-12-15,154
94974610,2011-01-07,2011-01-07,102
94974610,2011-04-20,2011-04-20,103
94974610,2011-07-19,2011-07-19,107
94974610,2011-09-21,2011-09-21,106
94974610,2011-10-17,2011-10-17,172
94974610,2011-11-01,2011-11-01,107
94974610,2011-12-01,2011-12-01,105
94974610,2012-01-17,2012-01-17,113
94974610,2012-02-09,2012-02-09,128
94974610,2012-04-13,2012-04-13,134
94974610,2012-07-13,2012-07-13,145
94974610,2012-10-12,2012-10-12,127
94974610,2013-01-11,2013-01-11,121
94974610,2013-04-12,2013-04-12,161
94974610,2013-07-12,2013-07-12,132
94974610,2013-10-11,2013-10-11,108
94974610,2014-07-11,2014-07-11,114
94974610,2015-01-14,2015-01-14,109
94974610,2016-07-15,2016-07-15,106
94974610,2016-09-09,2016-09-09,107
94974610,2016-09-13,2016-09-13,155
94974610,2016-09-14,2016-09-14,121
94974610,2016-09-16,2016-09-16,117
94974610,2016-09-20,2016-09-20,203
94974610,2016-09-21,2016-09-21,147
94974610,2016-09-22,2016-09-22,133
94974610,2016-09-23,2016-09-23,146
94974610,2016-09-27,2016-09-27,126
94974610,2016-09-28,2016-09-28,195
94974610,2016-09-29,2016-09-29,225
94974610,2016-09-30,2016-09-30,128
94974610,2016-10-03,2016-10-03,104
94974610,2016-10-12,2016-10-12,147
94974610,2016-10-13,2016-10-13,158
94974610,2016-10-14,2016-10-14,243
94974610,2016-11-03,2016-11-03,105
94974610,2016-12-02,2016-12-02,106
94974610,2016-12-16,2016-12-16,103
94974610,2017-01-13,2017-01-13,160
94974610,2017-04-07,2017-04-07,105
94974610,2017-04-10,2017-04-10,124
94974610,2017-04-13,2017-04-13,128
94974610,2017-04-25,2017-04-25,117
94974610,2017-07-14,2017-07-14,149
94974610,2017-08-31,2017-08-31,116
94974610,2017-10-03,2017-10-03,112
94974610,2017-10-13,2017-10-13,156
94974610,2018-02-05,2018-02-05,131
94974610,2018-04-13,2018-04-13,111
94974610,2018-04-20,2018-04-20,124
94974610,2018-07-13,2018-07-13,139
94974610,2018-09-14,2018-09-14,109
94974610,2018-10-12,2018-10-12,123
94974610,2018-12-28,2018-12-28,124
94974610,2019-03-29,2019-03-29,104
94974610,2019-04-12,2019-04-12,148
94974610,2019-09-27,2019-09-27,132
94974610,2020-02-21,2020-02-21,103
94974610,2020-04-08,2020-04-08,130
94974610,2020-04-14,2020-04-14,129
94974610,2020-07-14,2020-07-14,104
93114210,2005-08-16,2005-08-16,106
93114210,2005-11-14,2005-11-14,111
93114210,2006-11-27,2006-11-27,144
93114210,2011-06-20,2011-06-20,102
93114210,2011-08-16,2011-08-16,104
93114210,2011-11-15,2011-11-15,116
93114210,2011-11-25,2011-11-25,113
93114210,2012-04-23,2012-04-23,105
93114210,2012-11-15,2012-11-15,118
93114210,2012-11-23,2012-11-23,127
93114210,2013-02-21,2013-02-21,110
93114210,2013-05-16,2013-05-16,133
93114210,2013-08-15,2013-08-15,187
93114210,2013-11-29,2013-11-29,126
93114210,2014-02-20,2014-02-20,103
93114210,2014-05-15,2014-05-15,129
93114210,2014-08-14,2014-08-14,123
93114210,2014-11-13,2014-11-13,110
93114210,2015-02-19,2015-02-19,155
93114210,2015-02-20,2015-02-20,115
93114210,2016-01-15,2016-01-15,117
93114210,2017-06-16,2017-06-16,113
93114210,2017-11-02,2017-11-02,109
93114210,2018-01-11,2018-01-11,119
93114210,2018-02-20,2018-02-20,110
93114210,2018-03-01,2018-03-01,106
93114210,2018-08-16,2018-08-16,122
93114210,2018-11-15,2018-11-15,105
93114210,2019-02-19,2019-02-19,109
93114210,2019-08-04,2019-08-04,178
93114210,2019-08-05,2019-08-05,166
93114210,2019-08-06,2019-08-06,106
93114210,2019-08-09,2019-08-09,115
93114210,2019-08-15,2019-08-15,122
93114210,2019-11-14,2019-11-14,122
93114210,2019-11-28,2019-11-28,149
93114210,2019-11-29,2019-11-29,135
93114210,2019-12-02,2019-12-02,137
93114210,2020-05-19,2020-05-19,108
93114210,2020-08-18,2020-08-18,112
93114210,2020-09-21,2020-09-21,137
93142710,2014-08-06,2014-08-06,115
93142710,2015-10-28,2015-10-28,115
93142710,2017-06-29,2017-06-29,117
92990310,2006-05-08,2006-05-08,106
92990310,2008-04-14,2008-04-14,144
92990310,2008-09-18,2008-09-18,113
92990310,2008-09-29,2008-09-29,300
92990310,2008-09-30,2008-09-30,174
92990310,2008-10-03,2008-10-03,231
92990310,2008-10-06,2008-10-06,170
92990310,2008-10-10,2008-10-10,121
92553P20,2003-06-02,2003-06-02,113
92343V10,2005-02-14,2005-02-14,182
92343V10,2005-02-15,2005-02-15,119
92343V10,2005-10-27,2005-10-27,105
92343V10,2006-03-07,2006-03-07,106
92343V10,2006-05-02,2006-05-02,101
92343V10,2008-06-05,2008-06-05,143
92343V10,2008-06-06,2008-06-06,112
92343V10,2010-03-24,2010-03-24,106
92343V10,2010-03-30,2010-03-30,103
92343V10,2010-08-10,2010-08-10,104
92343V10,2010-10-06,2010-10-06,136
92343V10,2011-01-06,2011-01-06,134
92343V10,2011-01-07,2011-01-07,130
92343V10,2011-01-11,2011-01-11,185
92343V10,2011-01-12,2011-01-12,126
92343V10,2011-01-25,2011-01-25,136
92343V10,2011-01-26,2011-01-26,105
92343V10,2011-01-28,2011-01-28,107
92343V10,2011-02-02,2011-02-02,110
92343V10,2011-02-10,2011-02-10,110
92343V10,2011-03-21,2011-03-21,140
92343V10,2011-03-22,2011-03-22,150
92343V10,2011-04-21,2011-04-21,118
92343V10,2011-07-22,2011-07-22,116
92343V10,2011-08-25,2011-08-25,125
92343V10,2011-12-30,2011-12-30,136
92343V10,2012-02-07,2012-02-07,106
92343V10,2012-04-19,2012-04-19,105
92343V10,2012-07-19,2012-07-19,116
92343V10,2012-10-18,2012-10-18,114
92343V10,2013-01-22,2013-01-22,146
92343V10,2013-04-03,2013-04-03,121
92343V10,2013-04-18,2013-04-18,131
92343V10,2013-04-25,2013-04-25,116
92343V10,2013-06-06,2013-06-06,260
92343V10,2013-06-07,2013-06-07,193
92343V10,2013-07-18,2013-07-18,114
92343V10,2013-08-29,2013-08-29,241
92343V10,2013-08-30,2013-08-30,112
92343V10,2013-09-02,2013-09-02,187
92343V10,2013-09-03,2013-09-03,243
92343V10,2013-09-10,2013-09-10,116
92343V10,2013-09-11,2013-09-11,182
92343V10,2013-09-12,2013-09-12,108
92343V10,2014-01-21,2014-01-21,117
92343V10,2014-01-22,2014-01-22,103
92343V10,2015-05-12,2015-05-12,264
92343V10,2015-05-13,2015-05-13,165
92343V10,2016-07-25,2016-07-25,208
92343V10,2016-07-26,2016-07-26,115
90341W10,2000-05-24,2000-05-24,105
90341W10,2002-08-12,2002-08-12,274
90341W10,2002-08-13,2002-08-13,236
90341W10,2004-09-13,2004-09-13,153
90341W10,2005-05-20,2005-05-20,113
90341W10,2006-11-15,2006-11-15,272
90341W10,2006-11-16,2006-11-16,138
90341W10,2007-01-10,2007-01-10,107
90341W10,2009-01-15,2009-01-15,120
90341W10,2009-01-16,2009-01-16,348
90341W10,2009-01-17,2009-01-17,201
90341W10,2009-01-18,2009-01-18,118
90341W10,2009-01-19,2009-01-19,130
90341W10,2010-04-08,2010-04-08,115
90341W10,2012-04-20,2012-04-20,114
90341W10,2013-02-14,2013-02-14,430
90341W10,2013-02-15,2013-02-15,223
90341W10,2013-08-13,2013-08-13,190
90341W10,2013-08-14,2013-08-14,184
90341W10,2013-11-12,2013-11-12,112
91131210,2012-03-19,2012-03-19,114
91131210,2014-02-19,2014-02-19,104
91131210,2015-02-17,2015-02-17,105
91131210,2016-02-24,2016-02-24,117
91131210,2017-02-20,2017-02-20,101
91131210,2018-02-27,2018-02-27,111
91131210,2019-02-26,2019-02-26,101
91131210,2020-02-26,2020-02-26,103
90249410,2014-06-09,2014-06-09,108
90184L10,2013-09-12,2013-09-12,119
90184L10,2013-09-13,2013-09-13,162
90184L10,2013-10-03,2013-10-03,143
90184L10,2013-10-04,2013-10-04,165
90184L10,2013-11-06,2013-11-06,102
90184L10,2013-11-07,2013-11-07,194
90184L10,2013-11-08,2013-11-08,121
90184L10,2018-09-05,2018-09-05,110
90184L10,2020-05-27,2020-05-27,185
90184L10,2020-05-28,2020-05-28,255
90184L10,2020-05-29,2020-05-29,287
90184L10,2020-07-16,2020-07-16,251
90184L10,2020-07-17,2020-07-17,127
90184L10,2020-10-15,2020-10-15,165
90184L10,2020-10-16,2020-10-16,141
90184L10,2020-10-28,2020-10-28,134
89604750,2007-04-02,2007-04-02,102
89604750,2008-12-08,2008-12-08,112
89604750,2008-12-09,2008-12-09,148
89604750,2014-09-06,2014-09-06,128
89604750,2014-09-13,2014-09-13,128
H8817H10,2010-05-27,2010-05-27,132
H8817H10,2010-06-17,2010-06-17,109
88732J20,2014-02-13,2014-02-13,328
88732J20,2014-02-14,2014-02-14,124
88732J20,2015-04-23,2015-04-23,109
88732J20,2015-04-24,2015-04-24,224
88732J20,2015-05-26,2015-05-26,248
88732J20,2015-05-27,2015-05-27,101
88654710,2019-10-28,2019-10-28,103
88654710,2019-11-25,2019-11-25,113
88355610,2013-04-15,2013-04-15,126
88250810,2011-04-05,2011-04-05,116
88160R10,2016-04-01,2016-04-01,105
88160R10,2016-08-01,2016-08-01,104
88160R10,2017-08-03,2017-08-03,108
88160R10,2017-11-17,2017-11-17,121
88160R10,2018-08-08,2018-08-08,161
88160R10,2018-08-15,2018-08-15,111
88160R10,2018-08-17,2018-08-17,120
88160R10,2018-09-27,2018-09-27,116
88160R10,2018-09-28,2018-09-28,243
88160R10,2018-09-29,2018-09-29,107
88160R10,2018-10-01,2018-10-01,170
88160R10,2018-10-05,2018-10-05,112
88160R10,2019-01-18,2019-01-18,133
88160R10,2019-02-26,2019-02-26,179
88160R10,2019-03-01,2019-03-01,101
88160R10,2019-04-04,2019-04-04,155
88160R10,2019-11-22,2019-11-22,158
88160R10,2020-05-11,2020-05-11,140
88160R10,2020-05-12,2020-05-12,132
88160R10,2020-05-13,2020-05-13,105
88160R10,2020-07-22,2020-07-22,135
88160R10,2020-07-23,2020-07-23,135
88160R10,2020-09-23,2020-09-23,139
88033G40,2013-06-24,2013-06-24,104
87236Y10,2019-11-25,2019-11-25,101
87259010,2011-03-21,2011-03-21,364
87259010,2011-03-22,2011-03-22,198
87259010,2011-08-31,2011-08-31,193
87259010,2011-09-01,2011-09-01,170
87259010,2011-12-19,2011-12-19,108
87259010,2011-12-20,2011-12-20,167
87259010,2012-10-03,2012-10-03,142
87259010,2014-08-06,2014-08-06,163
87259010,2015-12-16,2015-12-16,123
87259010,2018-04-30,2018-04-30,147
87259010,2019-07-26,2019-07-26,134
87259010,2020-02-11,2020-02-11,160
86853630,2014-10-09,2014-10-09,172
86791410,2019-02-07,2019-02-07,184
86681020,2009-03-18,2009-03-18,126
86681020,2009-04-06,2009-04-06,110
86681020,2009-04-20,2009-04-20,154
86681020,2009-04-21,2009-04-21,109
75102810,2012-11-27,2012-11-27,101
74018910,2015-08-10,2015-08-10,204
71726510,2006-06-26,2006-06-26,130
71726510,2006-11-20,2006-11-20,138
71693310,2015-03-05,2015-03-05,114
71426510,2009-09-21,2009-09-21,114
69840W10,2017-04-05,2017-04-05,101
34537086,2009-08-03,2009-08-03,112
34537086,2009-11-02,2009-11-02,184
34537086,2009-11-03,2009-11-03,120
34537086,2010-01-11,2010-01-11,133
34537086,2010-01-12,2010-01-12,122
34537086,2010-01-28,2010-01-28,113
34537086,2010-03-02,2010-03-02,103
34537086,2010-04-01,2010-04-01,142
34537086,2010-06-02,2010-06-02,111
34537086,2010-10-26,2010-10-26,123
34537086,2011-01-10,2011-01-10,109
34537086,2011-01-28,2011-01-28,147
34537086,2011-02-01,2011-02-01,111
34537086,2011-04-01,2011-04-01,102
34537086,2011-04-26,2011-04-26,118
34537086,2011-06-01,2011-06-01,118
34537086,2011-06-07,2011-06-07,102
34537086,2011-07-26,2011-07-26,112
34537086,2011-08-01,2011-08-01,102
34537086,2011-10-04,2011-10-04,115
34537086,2011-10-26,2011-10-26,144
34537086,2012-01-04,2012-01-04,113
34537086,2012-01-09,2012-01-09,114
34537086,2012-01-10,2012-01-10,117
34537086,2012-01-27,2012-01-27,112
34537086,2012-02-01,2012-02-01,119
34537086,2012-10-25,2012-10-25,101
34537086,2013-01-03,2013-01-03,121
34537086,2013-04-24,2013-04-24,116
34537086,2013-06-03,2013-06-03,137
34537086,2013-07-24,2013-07-24,110
34537086,2013-08-01,2013-08-01,125
34537086,2013-09-04,2013-09-04,134
34537086,2013-10-01,2013-10-01,110
34537086,2014-01-13,2014-01-13,115
34537086,2014-05-01,2014-05-01,136
34537086,2014-10-01,2014-10-01,117
34537086,2017-01-03,2017-01-03,126
34537086,2017-01-04,2017-01-04,134
34537086,2017-05-22,2017-05-22,140
02687478,2010-01-27,2010-01-27,145
02687478,2010-03-01,2010-03-01,200
02687478,2010-03-08,2010-03-08,194
02687478,2010-03-09,2010-03-09,106
02687478,2010-06-01,2010-06-01,110
02687478,2010-09-30,2010-09-30,141
02687478,2011-08-08,2011-08-08,118
02687478,2012-09-11,2012-09-11,119
02687478,2012-12-11,2012-12-11,141
02687478,2013-01-09,2013-01-09,109
34537086,2019-04-05,2019-04-05,127
34537086,2019-04-26,2019-04-26,122
34537086,2019-07-12,2019-07-12,146
34537086,2019-08-02,2019-08-02,119
34537086,2019-09-06,2019-09-06,107
34537086,2019-11-22,2019-11-22,116
34537086,2020-04-03,2020-04-03,102
62855J10,2013-06-13,2013-06-13,116
68556410,2014-10-29,2014-10-29,247
30231G10,2003-02-21,2003-02-21,104
30231G10,2005-10-27,2005-10-27,117
30231G10,2006-01-30,2006-01-30,130
30231G10,2006-04-27,2006-04-27,124
30231G10,2006-10-26,2006-10-26,117
30231G10,2007-02-01,2007-02-01,112
30231G10,2008-02-13,2008-02-13,129
30231G10,2008-03-05,2008-03-05,101
30231G10,2008-05-01,2008-05-01,115
30231G10,2009-12-14,2009-12-14,195
30231G10,2009-12-15,2009-12-15,146
30231G10,2010-02-01,2010-02-01,150
30231G10,2011-01-31,2011-01-31,108
30231G10,2011-07-28,2011-07-28,140
30231G10,2012-01-31,2012-01-31,102
30231G10,2012-04-26,2012-04-26,113
30231G10,2013-04-02,2013-04-02,134
30231G10,2013-04-25,2013-04-25,112
30231G10,2013-04-26,2013-04-26,104
30231G10,2013-08-01,2013-08-01,148
30231G10,2015-07-31,2015-07-31,115
30231G10,2016-12-12,2016-12-12,123
30231G10,2016-12-13,2016-12-13,375
30231G10,2016-12-14,2016-12-14,218
30231G10,2017-01-11,2017-01-11,115
30231G10,2017-01-12,2017-01-12,102
30231G10,2018-02-02,2018-02-02,106
00282410,2014-07-14,2014-07-14,101
00209A10,2004-02-17,2004-02-17,119
05722G10,2014-11-17,2014-11-17,148
05722G10,2016-10-31,2016-10-31,137
22362260,2016-03-01,2016-03-01,106
25746U10,2018-01-03,2018-01-03,101
29356110,2001-11-08,2001-11-08,112
29356110,2001-11-09,2001-11-09,133
29356110,2001-11-12,2001-11-12,111
29356110,2001-11-28,2001-11-28,272
29356110,2001-11-29,2001-11-29,452
29356110,2001-11-30,2001-11-30,404
29356110,2001-12-03,2001-12-03,441
29356110,2001-12-04,2001-12-04,301
29356110,2001-12-05,2001-12-05,236
29356110,2001-12-06,2001-12-06,172
29356110,2001-12-07,2001-12-07,129
07390210,2008-03-14,2008-03-14,231
07390210,2008-03-17,2008-03-17,408
07390210,2008-03-18,2008-03-18,278
07390210,2008-03-19,2008-03-19,125
07390210,2008-03-20,2008-03-20,113
07390210,2008-03-24,2008-03-24,154
26353410,2011-01-10,2011-01-10,101
29356110,2001-12-10,2001-12-10,159
29356110,2001-12-11,2001-12-11,136
29356110,2001-12-12,2001-12-12,189
29356110,2001-12-13,2001-12-13,138
29356110,2001-12-14,2001-12-14,109
35671440,2012-12-05,2012-12-05,129
35671D85,2012-12-05,2012-12-05,129
44701110,2015-03-13,2015-03-13,110
45866F10,2011-04-01,2011-04-01,205
45866F10,2011-05-16,2011-05-16,110
29356110,2002-01-10,2002-01-10,164
29356110,2002-01-11,2002-01-11,193
29356110,2002-01-14,2002-01-14,211
29356110,2002-01-15,2002-01-15,225
29356110,2002-01-16,2002-01-16,237
29356110,2002-01-17,2002-01-17,269
29356110,2002-01-18,2002-01-18,243
29356110,2002-01-19,2002-01-19,103
29356110,2002-01-20,2002-01-20,106
29356110,2002-01-21,2002-01-21,162
29356110,2002-01-22,2002-01-22,234
29356110,2002-01-23,2002-01-23,304
29356110,2002-01-24,2002-01-24,392
29356110,2002-01-25,2002-01-25,359
29356110,2002-01-26,2002-01-26,189
29356110,2002-01-27,2002-01-27,151
29356110,2002-01-28,2002-01-28,306
29356110,2002-01-29,2002-01-29,354
29356110,2002-01-30,2002-01-30,368
29356110,2002-01-31,2002-01-31,338
29356110,2002-02-01,2002-02-01,323
29356110,2002-02-02,2002-02-02,173
29356110,2002-02-03,2002-02-03,184
29356110,2002-02-04,2002-02-04,389
29356110,2002-02-05,2002-02-05,308
29356110,2002-02-06,2002-02-06,219
29356110,2002-02-07,2002-02-07,271
29356110,2002-02-08,2002-02-08,221
29356110,2002-02-11,2002-02-11,271
29356110,2002-02-12,2002-02-12,207
29356110,2002-02-13,2002-02-13,239
29356110,2002-02-14,2002-02-14,259
